Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2014,82536,2,1,1,14.74,2993,270.9,5,28.63
2013,82000,1,1,1,13.7,1798,157.75,5,7.25
2006,52000,1,0,2,18.9,998,67.1,5,2
2011,20000,1,0,1,16.47,1198,73.9,5,3.5
2011,55000,1,0,1,14.8,1799,130.2,5,5
2015,47001,3,0,1,20,1196,63,5,3.72
2014,52000,1,0,1,22.5,998,67.04,5,3.45
2013,43284,2,0,1,23.4,1248,74,5,4.5
2018,23875,1,1,1,13,1591,121.3,5,14.36
2016,51866,1,0,1,18.9,1197,82,5,5.5
2013,69000,2,0,1,23.08,1461,63.1,5,3
2017,62788,1,0,1,18.9,1197,81.86,5,6.08
2013,150000,2,0,1,20.54,1598,103.6,5,5
2015,47566,2,1,1,12.55,2982,168.5,7,20.25
2002,67000,1,0,3,15,999,250,5,1.2
2018,20300,2,1,1,11.36,2755,171.5,7,18
2015,48300,2,1,1,20,2143,107.3,5,17.5
2013,30000,1,0,1,21.1,814,55.2,5,2.1
2012,36000,2,0,2,22.7,1582,126.24,5,7.5
2015,27641,2,1,2,20.7,1496,113.98,4,24.77
2015,60000,2,0,1,19.64,1461,108.45,5,8.65
2019,9000,2,1,1,10.91,3198,197,7,35.5
2014,60750,1,0,1,14.28,1798,138.03,5,10.5
2018,9000,2,0,1,14,2179,155,7,13
2012,41100,2,1,1,16.77,2993,261.49,5,26.5
2004,60000,1,0,2,17.3,1061,64,5,1.4
2017,38424,1,0,1,17.8,1497,117.3,5,7.51
2014,50000,2,0,1,22.9,1248,74,5,4.3
2015,19000,1,1,1,18,1497,117.3,5,8.95
2015,58734,2,0,1,20.77,1248,88.76,7,6.91
2016,65257,2,0,1,19.01,1461,108.45,5,9.75
2010,130000,2,0,2,19.3,1248,73.9,5,4
2011,79000,2,0,1,23.2,1248,73.94,5,3.65
2013,78000,2,0,1,15.1,2179,140,7,10.75
2015,49133,1,0,1,19.4,1198,86.8,5,4.51
2016,22769,2,1,1,15,2987,165,5,49.22
2014,54448,2,0,1,21.02,1248,88.8,5,3.7
2014,158793,2,0,1,12.8,2494,102,7,12.99
2015,62088,1,0,1,18.6,1197,85.8,5,4.15
2012,14800,1,0,1,17.01,1591,121.3,5,4.4
2015,26000,1,0,1,17.3,1497,117.3,7,4.25
2017,32005,1,0,1,18,1198,86.7,5,4.25
2017,35000,1,1,1,18,1497,117.3,5,7.7
2015,52000,2,1,1,12.7,2179,187.7,5,39.75
2017,11000,1,0,1,17.4,1497,117.3,5,8.5
2008,62000,1,1,1,9.5,2997,231.1,5,7
2002,65134,1,0,3,13.8,1299,70,5,0.8
2013,71000,2,0,1,13,2982,168.5,7,15.25
2008,51366,1,0,1,19,998,66.1,5,2.25
2016,46300,2,0,1,14.07,1948,83.1,7,4.85
2012,60908,1,1,2,15.6,1497,116.3,5,6.42
2012,93450,2,0,2,23.19,1461,63.12,5,2.5
2011,104000,2,1,1,19.08,1582,126.32,5,5.75
2003,52000,1,0,1,16.1,796,37,4,0.5
2015,42999,2,0,1,15.1,2179,140,7,11.52
2014,90000,2,0,1,21.5,1248,88.8,5,4.5
2013,72000,1,1,1,15,1396,98.6,5,4.75
2019,54321,2,0,1,19.67,1582,126.2,5,13.54
2015,59630,2,1,1,13,2143,201.1,5,23.41
2013,116000,2,1,2,12.55,2982,168.5,7,19.25
2015,34000,2,1,1,9,1984,181,5,20
2011,70000,2,1,1,14.21,2143,203,5,13
2010,80000,1,0,1,10.2,2354,180,5,3.99
2015,110000,2,0,1,25.8,1498,98.6,5,4.65
2013,56454,2,0,1,28.4,1248,73.75,5,4.65
2013,60000,1,0,1,18.6,1197,85.8,5,3.15
2013,56000,1,1,1,14.53,1798,138.1,5,8.25
2012,63000,2,1,2,11.49,4367,335.3,5,65
2012,63000,2,0,1,22.9,1248,74,5,4.5
2017,15050,2,0,1,16.3,1956,170,5,17.5
2016,29401,1,0,1,20.4,1197,81.8,5,4.31
2016,25238,1,0,1,18.7,1199,88.7,5,6.2
2011,79000,2,0,1,23.59,1364,250,5,4.67
2011,58752,1,0,1,16.47,1198,73.9,5,3.32
2011,62000,1,1,1,12.9,1799,130,5,3.75
2013,132000,1,0,1,16.78,1496,88.73,5,4.7
2016,51000,1,0,1,17.01,1591,121.3,5,6.5
2009,185200,2,0,1,12.8,2494,102,8,7.25
2016,61717,2,0,1,22.7,1598,118,5,8.94
2018,8896,1,0,1,19,1194,94.68,5,7.34
2016,17000,1,0,1,21.4,1197,83.1,5,6.9
2016,31378,1,0,1,18.2,1199,88.7,5,5.9
2013,114000,2,1,1,22.32,1582,126.3,5,6.75
2014,81000,2,0,1,25.8,1498,98.6,5,4.1
2017,31000,2,1,1,18.51,1968,147.51,5,27
2014,35000,1,0,1,15,1598,103.52,5,4.5
2013,60001,2,1,1,17.11,1968,174.33,5,14.5
2014,75074,2,0,1,23.4,1248,74,5,5.25
2012,80000,2,0,2,22.3,1248,74,5,1.2
2006,147350,2,0,2,12.99,2494,100.6,8,4.95
2013,60000,2,0,1,19.64,1461,108.45,5,7.5
2015,7501,1,1,1,10,2996,333,4,48
2015,58000,2,0,1,25.8,1498,98.6,5,4.45
2018,29277,2,1,1,11.57,2987,254.79,5,59.65
2015,57034,2,0,1,23.2,1248,73.94,5,4.38
2016,40810,2,0,1,28.09,1248,88.5,5,7.9
2008,35268,1,0,2,15,1086,62,5,1.88
2018,34630,1,1,1,21.4,1197,83.1,5,7.29
2012,45122,2,0,1,23.5,1498,88.7,5,6
2011,126000,2,0,3,16,2179,140,7,6.7
2009,63000,1,0,1,19.7,796,46.3,5,1.5
2016,32298,2,1,1,20.7,1496,113.98,4,23.8
2014,63288,2,0,1,15.1,2179,140,7,7.77
2012,43337,1,0,1,17.92,1086,62.1,5,3.32
2015,46561,2,0,1,22.9,1248,74,5,4.94
2013,34000,2,1,2,20,2143,107.3,5,11
2016,48000,1,0,1,25.17,799,53.3,5,3.4
2013,56263,2,0,1,22.9,1248,74,5,4.17
2005,84060,1,0,2,17.3,993,60,5,1.25
2016,9000,1,1,1,18.9,1197,82,5,5.45
2012,79000,2,0,1,21.12,1248,88.8,5,2.59
2015,87900,2,0,1,16,2179,140,7,12.01
2010,72425,1,0,2,17.5,1197,85.8,5,2.45
2015,38000,2,1,1,15.73,1968,174.33,5,29
2008,83000,2,0,2,17.8,1399,250,5,2.4
2010,107000,2,1,1,14.84,2143,170,5,11.99
2015,51000,1,1,1,18,1497,117.3,5,7.9
2010,140000,2,0,3,12.8,2494,102,7,6.25
2011,48000,1,0,2,18.6,1199,79.4,5,1.8
2013,62000,3,0,1,26.6,998,58.16,5,2.8
2015,31000,1,0,1,18.7,1199,88.7,5,4.9
2010,75055,1,0,1,18.06,1198,75,5,2.25
2017,51210,1,1,1,19.12,1373,91.1,5,8.89
2012,87000,2,1,1,12.55,2982,168.5,7,15
2018,17000,2,0,1,26.1,1498,99,5,5.65
2014,57000,2,0,1,20.77,1248,88.8,7,7
2016,9370,1,0,1,22.74,796,47.3,5,2.95
2013,53226,1,0,1,19.4,1198,86.8,5,3.3
2010,120000,2,0,2,16.2,1493,110,5,3.5
2007,75055,1,0,1,12.8,1493,100,5,2.3
2017,37247,2,0,1,19.67,1582,126.2,5,13.69
2013,64000,2,0,1,23.59,1364,67.06,5,3.1
2014,12000,1,0,1,13.44,2359,198.25,5,12.75
2017,40158,2,0,1,19.67,1582,126.2,5,13.75
2017,11000,1,0,1,18.7,1199,88.7,5,6.75
2014,70010,2,0,1,20.54,1598,103.6,5,5.25
2015,82000,2,0,1,16,2179,140,7,8.75
2017,57259,2,0,1,18.49,1493,100,7,8.87
2010,84000,1,1,2,11.1,2354,142,5,6.5
2012,168000,2,0,1,20.77,1248,88.76,7,4.5
2012,73670,2,0,1,12.83,2696,162,7,12.5
2014,89540,2,1,1,12.55,2982,168.5,7,16.8
2016,85423,2,0,1,20.77,1248,88.8,7,8.75
2013,48823,2,1,1,19.5,1582,126.24,5,8.5
2011,35082,1,0,1,20.36,1197,78.9,5,2.21
2012,126000,1,0,1,16.8,796,34.2,5,1.6
2016,19000,1,1,1,15.5,1198,86.7,5,6.25
2007,69000,1,1,2,12.9,1799,130,5,2.25
2019,29836,2,1,1,17.9,2143,136,5,25.75
2010,48002,1,0,2,13.14,1798,157.8,5,6.75
2015,52324,2,0,1,28.09,1248,88.5,5,6.25
2013,65000,2,0,1,22.7,1498,89.84,5,5.1
2009,66000,2,1,2,8.7,2987,224.34,5,10.75
2016,75700,2,0,1,24,1120,70,5,5.7
2013,43000,2,0,1,20.5,1598,105,5,5.95
2012,42706,2,0,1,25.44,936,56.3,5,2.4
2013,35000,2,0,1,17.21,1493,100,7,3.49
2011,54348,1,1,1,19.2,1197,80,5,4
2013,84000,2,0,1,23.59,1364,67.04,5,3.85
2010,63298,1,1,1,14.53,1794,138.1,5,3.95
2013,75049,1,0,2,20.36,1197,78.9,5,3
2018,24237,1,0,1,18.16,1196,86.8,5,6.7
2016,22767,1,0,1,18.5,1197,85.8,5,6.14
2012,58000,1,1,2,15,1396,98.6,5,4.4
2017,57000,2,0,1,26.59,1248,74,5,4.25
2010,50161,1,1,1,8.77,4395,402,5,25.93
2016,45000,2,0,1,22.7,1598,118,5,7
2017,68319,2,1,1,12.55,2982,168.5,7,25.12
2017,30711,1,0,1,20.3,998,68.05,5,4.45
2011,38277,2,0,1,21.9,1396,90,5,2.4
2012,115000,2,0,2,20.54,1598,103.6,5,4.33
2017,46849,1,1,1,18.5,1197,83.14,5,6.93
2014,64000,2,0,1,21.9,1396,90,5,4.25
2010,130923,2,1,1,14.21,2143,203,5,12.5
2015,15000,1,0,1,18.9,1197,82,5,4.9
2014,32720,2,0,1,23,1396,90,5,4.5
2016,12500,1,0,1,25.17,799,53.3,5,3
2015,59800,1,1,1,16.9,1197,82,5,5.8
2011,54211,1,0,1,15.04,1598,103.6,5,3.33
2015,62242,2,1,1,14.39,1998,163.7,5,6.62
2015,54000,2,0,2,19.01,1461,108.5,5,5.75
2012,65000,2,0,1,22.32,1582,126.32,5,6.2
2015,55000,1,1,1,23.1,998,67.04,5,3.5
2010,71000,1,0,1,18.9,998,67.1,5,2
2012,70000,2,0,1,21.9,1396,88.8,5,4
2011,53000,1,1,1,12.3,1781,163.2,5,9.5
2013,43000,2,1,1,17.05,1995,184,5,17.5
2015,54000,1,1,1,14.3,1598,103.52,5,6.11
2014,51000,1,0,1,20.36,1197,78.9,5,3.75
2007,78000,2,0,2,10.5,2835,107.2,6,6.2
2014,25000,2,0,1,26,1498,98.6,5,6.15
2012,12600,1,0,1,20.92,998,67.1,5,2.4
2009,80000,2,0,4,17.8,1248,75,5,2.15
2016,21000,1,0,1,18.9,1197,82,5,3.75
2011,32000,1,0,2,15.6,1196,70,5,2.15
2015,50000,1,0,1,18.9,1197,81.86,5,4.75
2010,47500,1,0,1,15.5,1586,103.3,5,2.45
2017,7500,1,0,1,17.4,1497,117.3,5,11.15
2016,68163,2,1,1,19.6,1461,108.45,5,8.9
2014,61000,2,0,1,25.8,1498,98.6,5,4.35
2015,100000,2,0,2,12.99,2494,100.6,7,12
2009,61500,2,1,2,16.07,1995,181,5,8.5
2017,42883,1,0,1,19.81,1086,68.05,5,4.27
2012,97000,2,0,2,20.45,1461,83.8,5,4.25
2010,39525,1,1,1,11.3,2360,170,5,9.25
2017,35384,2,0,1,24.3,1248,88.5,5,8.61
2010,46000,2,1,1,11.8,2987,261,7,28
2018,32189,2,0,1,23,1498,98.96,5,9.25
2016,27000,2,1,1,19.08,1582,126.2,5,8.6
2018,22734,1,0,1,16.47,1198,74,5,7.53
2014,58002,2,0,1,19.64,1461,108.45,5,5.75
2012,31500,1,1,1,16.5,1198,86.8,5,4.15
2017,30933,1,0,1,18.16,1196,86.8,5,5.84
2012,27090,2,1,1,18.53,1968,187.74,5,16.5
2015,29500,2,1,1,15.97,2993,258,7,43
2013,45000,1,0,1,20.36,1197,78.9,5,3.55
2018,11691,1,0,1,18.6,1197,81.83,5,8.9
2006,121000,2,0,2,16.4,1896,90,5,2.5
2010,118077,2,0,1,16.2,1493,110,5,3.85
2012,36300,1,1,3,17.1,1591,121.4,5,7.5
2005,90000,1,0,2,15.3,1341,61,5,1.8
2010,78000,2,0,1,20,1399,68,5,2.25
2015,42000,2,1,1,17.68,1968,174.33,5,24.25
2015,27000,1,0,1,16.47,1198,74,5,4.35
2012,22000,2,1,1,17.05,1995,184,5,11.5
2014,49000,1,0,1,17.4,1497,117.3,5,4.75
2012,42600,2,0,1,23,1396,90,5,4.99
2018,12794,1,1,1,19,1199,88.7,5,9.15
2014,88046,1,1,1,10.1,2354,152,5,13.99
2014,8000,2,1,2,20,2143,107.3,5,19.75
2018,82739,2,1,1,16,2179,140,7,16.77
2006,193000,2,0,3,13.6,2523,63,7,2.5
2013,7000,1,1,1,17.97,1498,99.6,5,3.65
2012,60000,2,1,2,12.35,2179,187.74,5,23.5
2017,38000,1,0,1,22.74,796,47.3,5,3.11
2013,56344,1,0,1,17.6,1496,88.73,5,4.57
2014,17858,1,0,1,17,1197,80,5,5.32
2012,53000,1,0,1,20.36,1197,78.9,5,3.2
2016,67906,2,0,1,25.2,1248,74,5,5.63
2015,19000,1,0,1,21.1,814,55.2,5,3
2010,67000,2,1,2,22.69,1995,190,5,9.25
2011,80000,2,0,1,23.57,1396,70,5,1.2
2015,61000,1,0,1,22.74,796,47.3,5,2.15
2010,39000,2,0,1,22.07,1199,73.9,5,3.05
2014,59000,1,1,1,14.28,1798,138.03,5,11.5
2008,80931,1,0,1,17.92,1086,62.1,5,2.3
2016,34000,1,0,1,20.4,1197,81.8,5,4.95
2013,130000,2,0,1,21.64,1461,84.8,5,4.75
2018,52380,2,0,1,24.3,1248,88.5,5,10.15
2011,44000,1,0,1,18.06,1198,75,5,2.65
2015,84000,2,0,1,20,1399,68.05,5,3.8
2017,41697,1,1,1,13.1,1997,141.1,5,16.68
2014,163000,2,0,1,19.01,1461,108.5,5,5
2011,42000,1,0,2,17.71,1197,78.9,5,3.75
2013,129000,2,0,3,21.27,1396,88.76,5,4.11
2015,32200,1,0,2,18.16,1196,86.8,5,4.25
2004,129000,2,0,1,10.5,2835,107.2,6,3.45
2014,40000,2,1,1,17.11,1968,174.33,5,22.5
2006,150000,1,0,1,12.4,1998,132,8,4.5
2007,140000,1,0,1,15.26,1150,74.9,5,0.9
2006,63181,1,0,1,15.3,1341,83,5,1.85
2013,39575,2,0,1,25.8,1498,98.6,5,3.25
2010,63600,2,0,2,17.8,1248,250,5,3.1
2014,70374,2,0,1,22.7,1498,89.84,5,7.34
2015,26256,2,0,1,20.14,1498,88.5,5,4.25
2016,13460,1,0,1,18.6,1197,81.86,5,6.45
2011,122000,2,0,2,12.8,2494,102,8,10.75
2015,58589,2,1,1,15.26,2143,203.2,5,27.75
2005,115000,1,0,2,17.3,1061,64,5,0.99
2016,75000,2,1,1,12.62,2198,158,7,24
2016,30292,1,0,1,18.6,1197,81.86,5,6.1
2017,32248,1,0,1,17.5,1199,88.7,5,8.25
2013,74000,1,0,1,16.47,1198,73.9,5,4.65
2014,56100,1,0,1,13.7,1997,153.86,5,9.75
2014,61325,1,0,1,18.9,1197,81.86,5,4.4
2014,33000,1,0,1,19.1,1197,85.8,5,3.99
2016,18090,2,1,1,16.2,2993,258,5,45.73
2014,71390,2,0,1,22.7,1498,89.84,5,5.27
2014,41000,3,0,1,26.2,998,58.2,5,3.5
2016,67000,2,0,1,26,1498,98.6,5,7.25
2008,99000,2,0,2,17,1405,70,5,1.6
2014,142000,2,0,2,19.01,1461,108.45,5,6
2010,26966,1,0,1,20.36,1197,78.9,5,3
2015,27628,1,0,1,18.7,1199,88.7,5,4.95
2016,82497,2,0,1,23.65,1248,88.5,5,8.99
2007,86000,1,0,3,11.9,2354,144,5,1.85
2016,26981,1,0,1,16.47,1198,73.9,5,6.16
2010,110471,2,0,1,21.1,1248,73.9,5,3.5
2014,69000,1,0,1,19.5,1199,88.76,5,4.5
2017,12000,1,0,1,18.6,1197,81.83,5,7.75
2014,77500,2,0,1,20.45,1461,83.8,5,6.6
2014,48031,1,0,1,18.9,1197,82,5,4.98
2008,170000,2,1,3,16.07,1995,181,5,9.75
2014,69565,2,0,1,22.7,1498,89.84,5,5.55
2016,45492,2,1,1,21.5,1498,108.5,5,10.3
2011,85000,1,1,2,11.7,2354,177.6,5,7.5
2008,55902,1,0,1,14.49,1399,92.7,5,1.8
2017,18500,1,0,1,16.2,1199,74,5,6.25
2015,129750,2,0,2,14.95,2489,93.7,7,6.8
2009,50902,1,1,1,19.2,1197,80,5,3
2015,84725,2,0,1,15.1,2179,140,7,11.6
2013,40000,2,0,2,22.7,1582,126.24,5,6.95
2010,60000,1,0,3,14.3,1798,160,5,3.5
2014,33496,1,0,1,18.9,1197,81.86,5,5.5
2015,25000,1,0,1,18.6,1197,81.83,5,5.65
2013,71000,2,0,1,18.2,1248,73.8,8,3.25
2015,20826,1,1,1,14.3,1598,103.6,5,7.72
2016,42244,2,0,1,19.67,1582,126.2,5,12
2013,98598,2,0,1,25.44,936,57.6,5,1.55
2011,62100,2,0,1,11.5,2982,171,7,10.75
2016,44238,1,0,1,18.6,1197,81.83,5,6.72
2012,91743,2,1,1,12.07,2967,241.4,7,28.55
2013,19828,2,1,2,17.85,2967,300,4,75
2016,36891,1,0,1,17.8,1497,117.3,5,10.49
2012,90049,2,0,1,17.21,1493,100,7,3.8
2012,74002,2,1,1,16.55,1968,140,5,18.5
2013,41000,1,1,1,12.37,2359,198.25,5,6
2012,83678,2,0,1,22.32,1582,126.32,5,5.5
2010,91000,1,0,1,18.9,998,67.1,5,2.3
2016,50000,2,0,1,24.52,1248,88.5,7,8.7
2015,58000,2,0,1,24.4,1120,71.01,5,4.95
2012,80000,2,0,1,22.9,1248,74,5,4.25
2017,41290,2,0,2,16,2179,140,7,10.94
2013,65000,2,1,1,22.48,1995,190,5,21.26
2016,16471,1,0,2,14.28,1798,138.03,5,11.5
2015,54339,2,0,2,22.54,1396,88.73,5,6
2016,24025,1,0,1,18.15,1198,82,6,4.1
2013,24027,1,0,1,24.7,796,47.3,5,2.01
2010,59270,1,0,1,15.7,1172,67,5,2.6
2012,40000,1,0,1,18.9,998,67.1,5,2.35
2012,155566,2,0,2,9.5,2835,118.6,6,9.15
2013,42320,1,0,1,19.4,1198,86.8,5,2.9
2017,24153,2,0,2,22.54,1396,88.73,5,9.18
2016,27000,1,1,1,13,1591,121.3,5,11.45
2012,92000,3,0,2,26.83,796,38.4,5,2.1
2017,61795,1,0,1,17.8,1198,86.7,5,5.53
2016,13500,1,0,1,18.15,1198,82,6,3.75
2018,4500,1,1,1,18,1497,117.3,5,12.5
2017,23000,2,1,1,16,2179,140,7,15.5
2011,65400,1,0,1,15,1086,250,5,2.1
2013,80578,2,1,2,14.84,2143,170,5,14.5
2017,42646,2,1,1,19.6,1461,108.45,5,12.46
2014,30000,1,0,2,16.47,1198,74,5,5.25
2009,98000,2,1,2,13.5,2987,282,5,25
2012,50000,2,1,1,12.9,2993,271.23,4,45
2015,63310,2,0,1,28.4,1248,74,5,5.1
2014,66000,2,0,1,25.8,1498,98.6,5,3.5
2011,74000,2,1,2,16.07,1995,181,5,12.5
2012,93000,2,0,1,23.5,1396,88.7,5,5.55
2015,70000,2,1,1,11.5,2982,169,7,19.48
2012,48772,1,0,1,18.6,1197,85.8,5,3.91
2010,66000,1,0,1,18.6,1199,79.4,5,2.19
2017,27417,1,1,1,18.9,1197,82,5,6.89
2011,51593,1,0,2,15.6,1196,70,5,3.47
2008,86340,1,1,2,9.1,2349,250,5,3.25
2010,75000,1,0,1,16.1,1298,88.2,5,2.85
2016,39237,2,1,1,17.11,1968,174.33,5,25.64
2018,11966,1,0,1,16.8,1497,116.3,5,10.28
2015,37000,1,0,1,18.2,1199,88.7,5,6.3
2014,70920,2,0,1,20.14,1498,88.8,5,4.75
2013,65280,2,0,1,19.87,1461,83.14,5,5.8
2016,62000,2,1,1,12.51,2179,187.7,7,44.5
2014,44525,1,0,1,18.5,1197,82.9,5,4.65
2009,86863,1,0,1,17,1497,118,5,3.6
2015,102626,2,0,1,16,2179,140,7,12.25
2017,45000,2,0,1,16.3,1956,170,5,20
2017,22000,2,0,1,16,2179,140,7,16
2011,108905,2,1,2,11.79,2179,120,8,6.21
2016,12800,1,0,1,19.44,1198,67,7,3.25
2016,32000,2,0,1,15.4,2179,120,7,9.75
2014,39000,1,1,1,15.5,1198,86.7,5,4.45
2017,42000,2,0,1,25.6,1498,98.6,5,12
2008,73000,1,0,1,14.4,1396,65,5,0.8
2018,48000,2,0,1,24,1186,73.97,5,5.95
2015,18000,3,0,1,33.44,796,40.3,4,3
2014,19000,1,0,1,17.43,1396,105.5,5,5.25
2019,33598,2,0,1,13.68,2393,147.8,7,22.2
2012,63000,2,1,1,17.05,1995,184,5,13.5
2015,48000,2,1,1,16.96,1968,138.03,5,13.5
2014,66000,2,0,1,20,1399,68.05,5,3.47
2013,80000,2,1,2,11.18,2696,184,7,9.5
2011,37000,1,0,1,15.04,1598,103.6,5,4.8
2016,35058,1,0,1,15,1598,103.52,5,6.54
2012,52000,1,0,1,16.47,1198,73.9,5,3.1
2015,61313,2,0,1,23.65,1248,88.5,5,7.99
2009,45000,1,0,2,14.53,1798,138.1,5,3.3
2015,74000,2,0,1,20.77,1248,88.8,7,8.75
2013,89000,1,1,1,19.2,1197,80,5,4.19
2019,13414,2,1,1,17.9,2143,136,5,30.77
2006,95000,1,0,2,16.9,1497,100,5,2.11
2018,15900,1,0,1,18.15,1198,82,6,6.25
2011,151000,2,0,1,11.5,2982,171,7,11.4
2011,65000,1,0,1,17,1497,118,5,5.2
2017,36824,2,1,1,18.53,1968,187.74,5,39.84
2013,65287,2,0,1,20,1399,68.05,5,4.45
2014,52000,2,1,1,17.9,2143,136,5,19.5
2007,33000,1,0,1,15.26,1150,74.9,5,1.75
2016,71000,2,0,1,25.83,1498,99,5,5.1
2013,71000,2,1,1,22.7,1582,126.2,5,6.8
2016,20000,1,1,1,21.4,1197,83.1,5,5.74
2010,71000,1,0,1,16.1,1197,85,5,3.3
2010,29000,2,1,1,9.9,3498,271.72,4,32
2016,27000,2,1,1,21.76,1995,190,5,35
2017,19000,2,1,1,28.4,1248,73.75,5,8.9
2011,58000,1,0,2,17.01,1591,121.3,5,4
2018,42203,2,0,1,17.1,1956,170,5,19.46
2009,94000,2,1,1,11.4,1991,142,5,5.25
2013,52000,3,0,2,15.1,1196,73,5,2.6
2018,4900,2,0,1,21.5,1497,108.5,5,9.22
2013,70000,1,0,1,21.1,814,55.2,5,1.8
2005,100000,2,0,2,13.5,1405,250,5,1.3
2015,65266,2,1,1,14.69,2993,258,5,31.75
2014,54569,2,0,1,20.77,1248,88.76,7,5.99
2015,51361,1,0,1,18,1198,86.7,5,4.94
2007,125000,1,0,3,16.6,1388,68,5,1.5
2008,66000,1,0,3,13.5,1799,130,5,3.25
2007,65047,3,0,1,17.3,1061,57.5,5,1.95
2014,22281,2,0,1,20.77,1248,88.8,7,6.5
2013,63210,2,0,1,24,1120,70,5,3.71
2018,31000,1,0,1,20.14,1197,81.86,5,5
2008,60000,1,0,1,19.81,1086,68.05,5,1.99
2017,32006,1,0,1,18,1198,86.7,5,4.25
2009,78000,2,1,1,12.4,2698,179.5,5,8
2011,9489,1,0,1,20.36,1197,78.9,5,2.95
2018,5000,1,0,1,25.17,799,53.3,5,3.5
2012,60000,2,1,2,15.2,1968,140.8,5,16
2015,50000,1,0,1,22.74,796,47.3,5,2.75
2015,53000,1,0,1,17.8,1497,117.3,5,6.95
2011,64000,1,1,2,11.74,1796,186,5,12.5
2017,43827,2,1,1,13.22,2967,241.4,5,36.83
2011,36431,1,0,1,16.2,1199,74,5,2.7
2017,35000,2,0,1,21.38,1396,88.7,5,9.9
2011,94832,1,0,1,17,1497,118,5,3.83
2012,88381,1,0,1,17,1497,118,5,5.25
2016,45194,2,0,1,22.7,1598,118,5,7.75
2010,66000,1,0,2,16.51,1586,103.2,5,2.46
2014,38578,2,0,1,23.4,1248,74,5,3.96
2015,40000,2,0,1,20.77,1248,88.8,7,8.25
2018,20632,1,0,1,18.6,1197,81.83,5,7.58
2014,73042,2,0,1,24,1120,70,5,3.99
2014,54257,1,0,1,17.4,1497,117.3,5,6.25
2013,93000,2,0,1,20.5,1598,103.5,5,5
2005,102000,2,1,2,11,2987,198.5,5,4.65
2016,28881,2,1,1,13.01,2199,194.3,7,21.37
2007,52195,1,0,1,19.7,796,46.3,5,1.75
2018,20422,2,0,1,12.4,2499,134,5,16.09
2012,38000,2,0,1,24.8,1396,88.7,5,4.1
2015,92885,2,0,1,20,1399,68,5,3.56
2010,43000,1,0,2,17,1497,118,5,4.21
2016,70478,2,0,1,17.8,1248,250,5,6.86
2015,57000,2,0,1,23.9,1582,126.2,5,6.6
2018,32434,1,1,1,13,1591,121.3,5,14.35
2017,32000,2,0,1,22.7,1498,89.84,5,9.5
2011,59000,2,1,1,11.2,2993,241,4,21.9
2016,76467,2,1,1,18.12,1995,190,5,30.45
2016,100000,2,0,1,25.83,1498,99,5,5.1
2013,37086,1,1,1,17,1591,121.3,5,5.44
2010,135000,2,0,1,13.8,1399,68,5,1.6
2014,54862,2,1,1,17.68,1968,174.33,5,16.67
2010,67758,1,0,1,10.8,2354,250,5,9.5
2012,56200,1,1,1,15,1396,98.6,5,3.85
2011,169006,2,0,1,14.24,2755,174.5,7,10.64
2016,20229,1,0,1,25.17,799,53.3,5,3.5
2008,62000,1,0,3,18,995,62,5,1.1
2011,51500,1,0,2,16.2,1599,103.2,5,2.6
2012,69000,2,1,1,18.88,1995,184,5,18.5
2004,167000,1,0,1,15,1086,250,5,1.35
2015,62476,2,0,1,26.59,1248,74,5,7.95
2017,60500,2,0,1,25.4,1186,73.97,5,5.49
2017,17978,1,1,1,19,1199,88.7,5,6.95
2008,300000,2,0,1,17,1405,70,5,1
2013,123000,2,0,2,17.8,1399,67,5,4.45
2016,45296,2,0,1,25.1,1248,88.5,5,6.99
2008,77325,1,0,1,15.6,1586,104.68,5,3.51
2018,25858,1,1,1,21.4,1197,83.1,5,7.54
2016,120000,2,0,1,23.2,1248,73.94,5,3.65
2016,22000,2,1,1,19.5,1582,126.24,5,16
2012,11000,1,0,1,16.2,995,62.1,5,1.4
2017,3900,1,0,1,18.6,1197,81.83,5,6.45
2016,106092,2,0,1,24.4,1120,71,5,4.4
2015,27000,1,1,1,19,1199,88.7,5,5.95
2013,11000,1,0,1,19.4,1198,86.8,5,3.9
2016,39753,2,1,1,13,2143,201.1,5,35.28
2017,39800,2,0,1,17.6,2179,153.86,7,14.25
2017,73000,2,0,1,24.4,1120,71,5,4.5
2015,55000,2,0,1,22.7,1498,89.84,5,7.5
2017,18351,1,1,1,21.9,624,37.48,4,3.41
2013,45000,1,0,2,19.4,1198,86.8,5,3.25
2016,112200,2,0,1,24.52,1248,88.5,7,8.3
2010,29000,1,0,1,20.36,1197,78.9,5,3.45
2007,57309,1,0,1,17,1086,250,5,2.1
2015,53392,2,0,1,16,2179,140,7,11.95
2010,71000,2,0,1,20.54,1598,103.6,5,4.25
2014,93000,2,0,1,14,2179,138.1,7,8.25
2010,119000,1,0,1,10.2,2354,180,5,5.95
2016,42225,1,0,1,15.1,1196,73,7,4.3
2012,65000,2,0,1,22.9,1248,74,5,3.9
2016,27809,1,1,1,21.4,1197,83.1,5,6.41
2015,65100,2,0,1,15.1,2179,140,7,8.36
2014,51000,1,0,1,19.1,1197,82,5,3.85
2017,10000,2,1,1,19.27,2143,167.62,5,36
2011,54895,1,0,1,13.14,1798,160,5,7.5
2015,80768,2,0,1,20.14,1498,88.73,5,5.7
